species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,mother,father,transfers,currently,region,status,statusDate,COD,notes,transferDate,transfer,entryDate\
Rough-Toothed,NOA0000208,Meaolamakani,M,e,1973,Rescue,6/27/76,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,8/30/84,DROWNING,NA,NA,US,1976-06-27\
Rough-Toothed,NOA0000209,Malia,F,u,NA,Capture,5/14/64,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/13/80,HEPATITIS/POSSIBE BACTERIAL ETIOLOGY,NA,NA,US,1964-05-14\
Unspecified Or Porpoise,NOA0000210,Hybrid Steno\,,,,,,,,,,,,,,,,,,
U,a,1971,Born,10/4/71,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,9/27/75,,NA,NA,US,1971-10-04\,,,
Rough-Toothed,NOA0000211,NA,M,u,NA,Capture,5/24/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Released,5/30/74,,NA,NA,US,1974-05-24\
Rough-Toothed,NOA0000212,NA,F,u,NA,Capture,5/24/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Released,5/30/74,,NA,NA,US,1974-05-24\
Rough-Toothed,NOA0000213,NA,F,u,NA,Capture,9/27/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,2/23/75,SEPTICEMIA,NA,NA,US,1974-09-27\
Rough-Toothed,NOA0000214,Hou,F,u,NA,Capture,5/5/65,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,2/8/70,,NA,NA,US,1965-05-05\
Rough-Toothed,NOA0000215,Maa,F,u,NA,Capture,8/22/68,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,1/8/74,,NA,NA,US,1968-08-22\
Rough-Toothed,NOA0000216,Mahina,F,u,NA,Capture,7/17/69,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,9/18/70,,NA,NA,US,1969-07-17\
Rough-Toothed,NOA0000217,Makalani,F,u,NA,Capture,8/6/69,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,10/2/73,,NA,NA,US,1969-08-06\
Rough-Toothed,NOA0000218,Mailohi,F,u,NA,Capture,8/8/71,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/15/72,,NA,NA,US,1971-08-08\
Rough-Toothed,NOA0000219,Makana,F,u,NA,Capture,6/8/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,11/28/72,INTESTINAL BACTERIAL INFECTION,NA,NA,US,1972-06-08\
Short-Finned Pilot Whale,NOA0000222,Kilakila,M,u,NA,Capture,9/24/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/4/79,GENERALIZED NECROSIS,NA,NA,US,1972-09-24\
Short-Finned Pilot Whale,NOA0000223,Holokai I,M,u,NA,Capture,3/10/70,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,3/18/70,,NA,NA,US,1970-03-10\
Short-Finned Pilot Whale,NOA0000224,Holokai Ii,F,u,NA,Capture,3/27/70,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/25/70,,NA,NA,US,1970-03-27\
Short-Finned Pilot Whale,NOA0000225,Nubs,M,u,NA,Capture,6/16/71,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/25/71,,NA,NA,US,1971-06-16\
Short-Finned Pilot Whale,NOA0000226,X,U,u,NA,Capture,9/27/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,10/4/72,,NA,NA,US,1972-09-27\
Short-Finned Pilot Whale,NOA0000227,X,U,u,NA,Capture,10/26/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,11/7/72,,NA,NA,US,1972-10-26\
Short-Finned Pilot Whale,NOA0000228,X,U,u,NA,Capture,10/27/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,11/11/72,,NA,NA,US,1972-10-27\
Pantropical Spotted,NOA0000231,X,F,u,NA,Capture,1/30/71,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,2/20/71,,NA,NA,US,1971-01-30\
Pantropical Spotted,NOA0000232,NA,F,u,NA,Capture,2/5/71,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,NA,,NA,NA,US,1971-02-05\
Pantropical Spotted,NOA0000233,Makamae,M,u,NA,Capture,2/11/71,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,2/24/72,,NA,NA,US,1971-02-11\
Pantropical Spotted,NOA0000234,Ilima,F,u,NA,Capture,2/11/71,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,4/6/71,,NA,NA,US,1971-02-11\
Pantropical Spotted,NOA0000235,Mokunani,M,u,NA,Capture,2/12/71,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/28/71,,NA,NA,US,1971-02-12\
Pygmy Killer Whale,NOA0000236,X,U,u,NA,Capture,7/16/63,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,8/4/63,RESPIRATORY INFECTION,NA,NA,US,1963-07-16\
Pygmy Killer Whale,NOA0000237,X,M,u,NA,Capture,12/15/70,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,12/26/70,,NA,NA,US,1970-12-15\
Pygmy Killer Whale,NOA0000238,X,F,u,NA,Capture,12/18/71,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,12/20/71,,NA,NA,US,1971-12-18\
Spinner,NOA0000243,(No Name),M,u,NA,Capture,7/25/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/29/72,CAPTURE RELATED,NA,NA,US,1972-07-25\
Spinner,NOA0000244,Nani,F,u,NA,Capture,12/4/69,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,9/9/73,,NA,NA,US,1969-12-04\
Spinner,NOA0000245,Kelekele,M,u,NA,Capture,10/19/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,2/4/73,,NA,NA,US,1972-10-19\
Spinner,NOA0000246,(No Name),M,u,NA,Capture,10/16/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,10/29/72,,NA,NA,US,1972-10-16\
Spinner,NOA0000247,Laka,F,u,NA,Capture,7/3/68,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/29/72,,NA,NA,US,1968-07-03\
Spinner,NOA0000248,Puka,M,u,NA,Capture,11/1/68,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,1/9/74,,NA,NA,US,1968-11-01\
Spinner,NOA0000249,Alii,M,u,NA,Capture,11/1/68,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,4/4/71,,NA,NA,US,1968-11-01\
Spinner,NOA0000250,Pikake,F,u,NA,Capture,12/11/68,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/18/72,,NA,NA,US,1968-12-11\
Spinner,NOA0000251,Moana,F,u,NA,Capture,7/9/70,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,8/17/71,,NA,NA,US,1970-07-09\
Spinner,NOA0000252,(No Name),F,u,NA,Capture,9/24/70,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,9/24/70,DIED AT CAPTURE,NA,NA,US,1970-09-24\
Spinner,NOA0000253,Akamai,M,u,NA,Capture,9/13/63,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/6/70,,NA,NA,US,1963-09-13\
Spinner,NOA0000254,Pukoo,F,u,NA,Capture,4/20/66,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,9/24/70,,NA,NA,US,1966-04-20\
Spinner,NOA0000255,Tita,F,u,NA,Capture,5/13/66,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/26/73,,NA,NA,US,1966-05-13\
Spinner,NOA0000256,Waimea,M,u,NA,Capture,3/6/68,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/29/70,,NA,NA,US,1968-03-06\
Spinner,NOA0000257,Kamai,M,u,NA,Capture,12/12/68,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/25/77,FIBRINOUS PERICARDITIS & PLEURITIS,NA,NA,US,1968-12-12\
Spinner,NOA0000258,Nohea,M,u,NA,Capture,12/4/69,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,3/7/73,KILLED BY ANOTHER DOLPHIN,NA,NA,US,1969-12-04\
Spinner,NOA0000259,Kahe,F,e,1968,Unknown,NA,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/28/83,CHRONIC HEPATITIS,NA,NA,US,NA\
Spinner,NOA0000260,Maile,F,u,NA,Capture,7/25/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/30/79,HEPATOSIS; CHOLANGITIS & PANCREATITIS,NA,NA,US,1972-07-25\
Spinner,NOA0000261,Komohana,F,u,NA,Capture,6/11/70,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,10/23/76,LIVER FAILURE,NA,NA,US,1970-06-11\
Spinner,NOA0000262,Haole,M,u,NA,Capture,1/3/63,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/2/72,,NA,NA,US,1963-01-03\
Spinner,NOA0000263,Pomaikai,F,a,1975,Born,9/8/75,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/22/79,HEPATITIS,NA,NA,US,1975-09-08\
Spinner,NOA0000264,Mahealani,F,u,NA,Capture,5/23/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,1/13/80,HEART FAILURE,NA,NA,US,1974-05-23\
Spinner,NOA0000265,(No Name),U,u,NA,Capture,5/26/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Released,5/26/74,,NA,NA,US,1974-05-26\
Spinner,NOA0000266,(No Name),F,u,NA,Capture,5/26/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/13/74,PANCREATITIS,NA,NA,US,1974-05-26\
Spinner,NOA0000267,Pamakani,M,u,NA,Capture,5/29/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,1/24/76,ENTEROTOXEMIA,NA,NA,US,1974-05-29\
Spinner,NOA0000269,Mo'o,M,u,NA,Capture,8/14/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,12/24/74,JUMPED OUT,NA,NA,US,1974-08-14\
Spinner,NOA0000270,Auwaha,F,u,NA,Capture,8/18/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,4/2/77,TRAUMA,NA,NA,US,1974-08-18\
Spinner,NOA0000271,Kahiku,F,u,NA,Capture,8/13/75,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/23/76,ANEMIA,NA,NA,US,1975-08-13\
Spinner,NOA0000272,Lilinoe,F,u,NA,Capture,8/22/75,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,11/21/77,PARASITES,NA,NA,US,1975-08-22\
Spinner,NOA0000273,Apiki,M,u,NA,Capture,8/27/76,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,2/9/80,PNEUMONITIS,NA,NA,US,1976-08-27\
Spinner,NOA0000274,Lioele,M,e,1968,Capture,9/2/76,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,2/19/82,"CHOLANGITIS, CHRONIC, PARASITIC",NA,NA,US,1976-09-02\
Spinner,NOA0000275,Kehaulani,F,e,1970,Capture,9/9/76,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Released,6/7/83,,NA,NA,US,1976-09-09\
Spinner,NOA0000276,Kehaulani's Calf,U,a,NA,Born,7/21/77,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/24/77,TRAUMA,NA,NA,US,1977-07-21\
Bottlenose,NOA0000278,Ilima,F,e,1963,Capture,12/31/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,12/26/77,PNEUMONIA,NA,NA,US,1972-12-31\
Bottlenose,NOA0000283,Kanewai,M,e,1968,Capture,12/31/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,4/3/84,UNDETERMINED,NA,NA,US,1972-12-31\
Bottlenose,NOA0000284,Kainui,F,e,1963,Capture,12/31/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,11/2/76,,NA,NA,US,1972-12-31\
Bottlenose,NOA0000285,Pupuka,F,e,1963,Capture,12/31/72,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/17/74,,NA,NA,US,1972-12-31\
Bottlenose,NOA0000286,Ilima's Calf,M,a,1973,Born,4/7/73,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,4/17/73,,NA,NA,US,1973-04-07\
Bottlenose,NOA0000288,Cni,F,e,NA,Capture,7/13/74,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,10/27/82,HEART-MURAL THROMBOSIS & FOCAL MYOCARD,NA,NA,US,1974-07-13\
Spinner,NOA0000334,Hikino,M,u,NA,Capture,12/4/70,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Released,8/17/72,,NA,NA,US,1970-12-04\
Bottlenose,NOA0000340,Apo Calf,F,a,NA,Born,5/31/80,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/7/80,MALNUTRITION,NA,NA,US,1980-05-31\
Bottlenose,NOA0000341,Ipo,F,e,1973,Capture,10/27/80,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,1/20/84,UNDETERMINED,NA,NA,US,1980-10-27\
Bottlenose,NOA0000354,NA,F,u,NA,Capture,8/22/84,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/27/91,SEVERE PULMONARY HEMORRHAGE & NECROSIS,NA,NA,US,1984-08-22\
Bottlenose,NOA0000356,NA,F,u,NA,Capture,9/7/84,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,9/16/84,ACUTE PNEUMONIA,NA,NA,US,1984-09-07\
Bottlenose,NOA0000358,NA,F,u,NA,Capture,9/18/84,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/14/93,PNEUMONIA,NA,NA,US,1984-09-18\
Bottlenose,NOA0000359,NA,F,u,NA,Capture,9/19/84,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/21/89,ACUTE BACTERIAL INFECTION,NA,NA,US,1984-09-19\
Unspecified Or Porpoise,NOA0000366,Laka's Baby,M,a,1985,Born,5/11/85,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/11/85,STILLBORN,NA,NA,US,1985-05-11\
Bottlenose,NOA0000371,Bak,F,e,NA,Capture,2/24/84,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,2/27/95,PNEUMONIA,NA,NA,US,1984-02-24\
False Killer Whale,NOA0000372,NA,M,a,1986,Born,5/1/86,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,3/2/88,PANCREATIC NECROSIS,NA,NA,US,1986-05-01\
Bottlenose,NOA0000382,Paakiki's Calf,M,a,NA,Born,4/21/88,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/3/88,INADEQUATE NUTRIENT INTAKE,NA,NA,US,1988-04-21\
Bottlenose,NOA0000384,Lauwae's Calf,F,a,1988,Born,5/9/88,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/29/88,DEBILITATION,NA,NA,US,1988-05-09\
Bottlenose,NOA0000400,Kekaimalu's Calf,F,a,NA,Born,7/19/90,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/27/90,"MALNUTRITION, POSSIBLE",NA,NA,US,1990-07-19\
Bottlenose,NOA0000409,Pa'akiki's Calf,F,a,1991,Born,7/2/91,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,7/5/91,MULTIFOCAL DIFFUSE MODERATE PNEUMONIA,NA,NA,US,1991-07-02\
False Killer Whale,NOA0000412,Sirius,M,e,1986,Capture,1/22/90,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,5/10/96,Chronic infection,NA,NA,US,1990-01-22\
False Killer Whale,NOA0000413,Arc,F,e,1988,Capture,1/28/90,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,8/20/97,Bowel Torsion,NA,NA,US,1990-01-28\
Bottlenose,NOA0000417,Lauwae's Calf,M,a,1993,Born,6/11/93,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/27/93,CONGESTIVE HEART FAILURE,NA,NA,US,1993-06-11\
Melon-Headed Whale,NOA0005944,Keauhou,F,e,1998,Rescue,4/10/98,Unknown,NA,NA,NA,Sea Life Park Hawaii,US,Died,6/22/03,pending,NA,NA,US,1998-04-10\
Bottlenose,NOA0002928,Presley,M,a,1987,Born,9/1/87,Unknown,NA,NA,NA,"Gulf World Marine Park, Inc.",US,Died,4/23/06,fungal pyogramulomatous encephalitis,NA,NA,US,1987-09-01\
Bottlenose,NOA0001335,NA,M,u,NA,Capture,6/12/64,Unknown,NA,NA,NA,Minnesota Zoological Garden,US,Died,7/1/99,Severe broncopneumonia/centrilobular hepatic necrosis,NA,NA,US,1964-06-12\
Killer Whale; Orca,NOA0002846,Orky,M,e,1958,Capture,5/10/68,Unknown,NA,NA,NA,Sea World of California,US,Died,9/26/88,ACUTE BRONCHOPNEUMONIA NEPHROPATHY,NA,NA,US,1968-05-10\
Bottlenose,NOA0002849,Splash,F,u,NA,Capture,3/29/66,Unknown,NA,NA,NA,Sea World of California,US,Died,8/12/87,INTERSTITIAL PNEUMONIA,NA,NA,US,1966-03-29\
Common; Saddleback,NOA0005943,Stormy,F,e,1999,Rescue,6/9/00,Unknown,NA,NA,NA,Sea World of California,US,Died,7/24/02,Non-suppurative Encephalitis,NA,NA,US,2000-06-09\
Bottlenose,NOA0002958,NA,F,u,NA,Unknown,NA,Unknown,NA,NA,NA,Sea World of Florida,US,Died,2/24/00,Lymphoma,NA,NA,US,NA\
Bottlenose,NOA0006134,Lazarus,M,e,2002,Rescue,7/19/02,Unknown,NA,NA,NA,Sea World of Florida,US,Died,4/12/05,pulmonary inhalation of water; drowning,NA,NA,US,2002-07-19\
Commerson's,NOA0002818,NA,M,a,NA,Born,2/21/85,Unknown,NA,NA,NA,Sea World of Ohio,US,Died,3/7/00,colitis/bacteremia,NA,NA,US,1985-02-21\
Commerson's,NOA0002929,NA,M,a,1987,Born,7/10/87,Unknown,NA,NA,NA,Sea World of Ohio,US,Died,3/9/00,colitis/bacteremia,NA,NA,US,1987-07-10\
Commerson's,NOA0002962,NA,F,a,1988,Born,9/10/88,Unknown,NA,NA,NA,Sea World of Ohio,US,Died,10/23/00,"Gastritis, enteritis, and chronic nephritis",NA,NA,US,1988-09-10\
Bottlenose,NOA0005435,Echo,F,e,1984,Capture,5/8/89,Unknown,NA,NA,NA,Sea World of Ohio,US,Died,7/2/96,Multiple fungal granulomatous neoplasia,NA,NA,US,1989-05-08\
Commerson's,NOA0005474,NA,M,a,NA,Born,6/21/95,Unknown,NA,NA,NA,Sea World of Ohio,US,Died,3/18/00,colitis/bacteremia,NA,NA,US,1995-06-21\
Beluga Whale,NOA0002916,NA,M,u,NA,Capture,NA,Unknown,NA,NA,NA,Sea World of Texas,US,Died,2/6/98,Encephalopathy,NA,NA,US,NA\
Bottlenose,NOA0005606,Dj,M,a,1996,Born,6/10/96,Unknown,NA,NA,NA,Texas State Aquarium,US,Died,4/14/12,acute death due to meningoencephalitis,NA,NA,US,1996-06-10\
Killer Whale; Orca,NOA0005191,NA,M,e,1964,Capture,10/15/68,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,6/14/74,ACUTE STREPTOCOCCAL SEPTICEMIA,NA,NA,US,1968-10-15\
Killer Whale; Orca,NOA0005192,NA,M,e,1968,Capture,8/20/70,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,3/18/71,ASPHYXIATION,NA,NA,US,1970-08-20\
Short-Finned Pilot Whale,NOA0005193,NA,F,e,1968,Capture,2/25/75,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,6/12/75,BRONCHOPNEUMONIA,NA,NA,US,1975-02-25\
Short-Finned Pilot Whale,NOA0005194,NA,F,e,1963,Capture,6/24/68,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,4/30/70,LIVER FAILURE; PNEUMONIA,NA,NA,US,1968-06-24\
Bottlenose,NOA0005203,NA,F,u,NA,Capture,12/1/72,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,11/9/76,KLEBSELIA,NA,NA,US,1972-12-01\
Bottlenose,NOA0005204,NA,M,e,1960,Capture,6/1/72,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,8/10/75,NECROTIC DERMITITIS,NA,NA,US,1972-06-01\
Bottlenose,NOA0005205,NA,F,u,NA,Capture,6/1/72,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,9/7/74,,NA,NA,US,1972-06-01\
Bottlenose,NOA0005206,NA,F,e,1955,Unknown,NA,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,9/20/80,CARDIAC ARREST,NA,NA,US,NA\
Bottlenose,NOA0005207,NA,F,e,1966,Capture,6/28/73,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,3/10/87,ADRENAL THEOCHROMOCYTOMA,NA,NA,US,1973-06-28\
Bottlenose,NOA0005208,NA,F,u,NA,Capture,6/30/73,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,1/18/75,PYELONEPHRITIS,NA,NA,US,1973-06-30\
Bottlenose,NOA0005209,NA,F,u,NA,Capture,6/28/73,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,7/7/73,DRUG REACTION,NA,NA,US,1973-06-28\
Bottlenose,NOA0005210,NA,M,u,NA,Capture,6/29/73,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,2/26/74,GASTRIC ULCERS,NA,NA,US,1973-06-29\
Bottlenose,NOA0005211,NA,U,u,NA,Capture,6/29/73,Unknown,NA,NA,NA,Sea-Arama Inc,US,Released,7/11/73,,NA,NA,US,1973-06-29\
Bottlenose,NOA0005212,NA,M,u,NA,Capture,2/25/75,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,3/20/75,BROCHOPNEUMONIA,NA,NA,US,1975-02-25\
Bottlenose,NOA0005213,NA,F,u,NA,Capture,7/31/75,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,11/9/76,KLEBSELIA,NA,NA,US,1975-07-31\
Bottlenose,NOA0005226,NA,F,a,1986,Born,6/1/86,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,1/25/90,BROCHPNEUMONIA,NA,NA,US,1986-06-01\
False Killer Whale,NOA0005227,Nami (#2),F,u,NA,Unknown,NA,Unknown,NA,NA,NA,Sea-Arama Inc,US,Died,5/3/89,UNDETERMINED,NA,NA,US,NA\
Bottlenose,NOA0001151,Sargent,M,e,1959,Unknown,NA,Unknown,NA,NA,NA,Sealand of Cape Cod Inc,US,Died,9/3/80,PEPTIC ULCERS,NA,NA,US,NA\
Bottlenose,NOA0001152,Stormy,F,e,1963,Capture,3/15/69,Unknown,NA,NA,NA,Sealand of Cape Cod Inc,US,Died,10/17/80,ULCERATION (FOREIGN BODY INGESTION),NA,NA,US,1969-03-15\
Bottlenose,NOA0001153,Scotty,M,e,1971,Capture,6/12/77,Unknown,NA,NA,NA,Sealand of Cape Cod Inc,US,Died,3/7/88,ENDOTOXIC SHOCK,NA,NA,US,1977-06-12\
Bottlenose,NOA0001154,Spray,F,e,1971,Capture,6/12/77,Unknown,NA,NA,NA,Sealand of Cape Cod Inc,US,Died,5/20/85,ADVANCED AUTOLYSIS,NA,NA,US,1977-06-12\
Bottlenose,NOA0001161,X,F,u,NA,Capture,6/6/66,Unknown,NA,NA,NA,Sealand of Cape Cod Inc,US,Died,4/1/75,ABSESS ON HEART,NA,NA,US,1966-06-06\
Atlantic White- Sided,NOA0001162,Daniel,M,e,1972,Rescue,4/29/82,Unknown,NA,NA,NA,Sealand of Cape Cod Inc,US,Died,10/26/82,HEPATIC,NA,NA,US,1982-04-29\
Harbor Porpoise,NOA0001163,Holly,F,e,1980,Rescue,5/25/81,Unknown,NA,NA,NA,Sealand of Cape Cod Inc,US,Died,4/10/84,EMACIATION,NA,NA,US,1981-05-25\
Pacific White-Sided,NOA0003694,NA,F,e,1985,Capture,10/27/88,Unknown,NA,NA,NA,Shedd (John G.) Aquarium,US,Died,12/12/88,ACUTE HEMORRHAGIC PNEUMONIA,NA,NA,US,1988-10-27\
Pacific White-Sided,NOA0003698,Tique,F,e,1985,Capture,12/12/88,Unknown,NA,NA,NA,Shedd (John G.) Aquarium,US,Died,1/23/15,Euthanasia: Life threatening condition involving\,,,,
NA,NA,US,1988-12-12\,,,,,,,,,,,,,,,,,
Bottlenose,NOA0001147,Clyde,M,e,1966,Unknown,NA,Unknown,NA,NA,NA,Six Flags Over Texas,US,Died,11/9/78,,NA,NA,US,NA\
Pacific White-Sided,NOA0000629,Her,F,e,1960,Unknown,NA,Unknown,NA,NA,NA,Steinhart Aquarium,US,Died,11/11/74,SINESCENCE,NA,NA,US,NA\
Pacific White-Sided,NOA0000630,No Spot,F,e,1961,Unknown,NA,Unknown,NA,NA,NA,Steinhart Aquarium,US,Died,6/20/74,PNEUMONIA,NA,NA,US,NA\
Pacific White-Sided,NOA0000631,X,F,u,NA,Unknown,NA,Unknown,NA,NA,NA,Steinhart Aquarium,US,Died,NA,,NA,NA,US,NA\
Pacific White-Sided,NOA0000633,NA,F,u,NA,Capture,12/9/78,Unknown,NA,NA,NA,Steinhart Aquarium,US,Died,2/26/79,UNDETERMINED,NA,NA,US,1978-12-09\
Bottlenose,NOA0004458,Sugar Good,F,e,1965,Unknown,NA,Unknown,NA,NA,NA,Sugarloaf Dolphin Sanctuary,US,Died,6/12/97,Undetermined,NA,NA,US,NA\
Bottlenose,NOA0005381,None,F,a,NA,Born,9/29/85,Unknown,NA,NA,NA,Theater of the Sea,US,Died,9/29/85,Premature/Still birth,NA,NA,US,1985-09-29\
Unspecified Pilot Whales,NOA0004165,Bangles,F,u,NA,Capture,11/3/70,Unknown,NA,NA,NA,Twentieth Century- Fox Marineland Inc,US,Died,10/12/75,PULMONARY ABSCESS,NA,NA,US,1970-11-03\
Bottlenose,NOA0004198,Stormy,U,u,NA,Capture,8/5/69,Unknown,NA,NA,NA,Twentieth Century- Fox Marineland Inc,US,Died,3/17/77,CIRRHOSIS,NA,NA,US,1969-08-05\
Bottlenose,NOA0004199,Windy,F,u,NA,Capture,10/16/69,Unknown,NA,NA,NA,Twentieth Century- Fox Marineland Inc,US,Died,7/27/75,C.N.S. DISTURBANCE,NA,NA,US,1969-10-16\
Bottlenose,NOA0004200,(Hybrid),U,a,NA,Born,8/23/75,Unknown,NA,NA,NA,Twentieth Century- Fox Marineland Inc,US,Died,9/17/75,PNEUMONIA,NA,NA,US,1975-08-23\
Bottlenose,NOA0004201,Pepe,M,u,NA,Capture,2/15/62,Unknown,NA,NA,NA,Twentieth Century- Fox Marineland Inc,US,Died,12/9/76,BRONCHOPHEUMONIA,NA,NA,US,1962-02-15\
Bottlenose,NOA0004202,Algae,F,u,NA,Capture,2/10/67,Unknown,NA,NA,NA,Twentieth Century- Fox Marineland Inc,US,Died,4/2/75,CIRRHOSIS,NA,NA,US,1967-02-10\
Bottlenose,NOA0004203,Toughy,F,u,NA,Capture,4/18/72,Unknown,NA,NA,NA,Twentieth Century- Fox Marineland Inc,US,Died,11/15/76,HEPATITIS,NA,NA,US,1972-04-18\
Bottlenose,NOA0004204,X,M,u,NA,Capture,6/3/72,Unknown,NA,NA,NA,Twentieth Century- Fox Marineland Inc,US,Died,3/24/75,SEPTICEMIA,NA,NA,US,1972-06-03\
